Limit Cost:;1000;

Num;Rel;Cost;Times;IterNum;Time(sec);GetTime_num;Sim_num;
0;0.966509519561;627;[-1,-1,-1,-1,-1,-1];215;1.22699999809;7780;0;
;
Min rel:;Max rel:;Avg rel:;Min iter:;Max iter:;Avg iter:;Min tc:;Max tc:;Avg tc:;Min sc:;Max sc:;Avg sc:;Min time:;Max time:;Avg time:;
0.966509519561;0.966509519561;0.966509519561;215;215;215;7780;7780;7780;0;0;0;1.22699999809;1.22699999809;1.22699999809;
